Employee_ID,Employee_Name,Age,Gender,Department,Job_Role,Joining_Date,Monthly_Salary,Performance_Rating,Attendance_Percentage,Promotion_Status,Work_Location,,,Days_Since_Joining,Min-max scaling of performance,min-max scaling of attendance,Scaling for attendance,Value of the Employee,Rating,,,
EMP0490,Deepa Chatterjee,51,Female,Marketing,Specialist,11/08/21,170301,1,71.6,Not Promoted,Delhi,,,1787,0,0.665882353,0.575718437,0.315,Low,,,
EMP0491,Deepak Rao,25,Male,Human Resources,Coordinator,01/08/21,125438,5,86.1,Not Promoted,Mumbai,,,1797,1,0.836470588,0.578947368,0.867,High,,,
EMP0492,Jai Menon,25,Male,Customer Support,Coordinator,17/03/22,226254,3,59.6,Not Promoted,Chennai,,,1569,0.5,0.524705882,0.505327737,0.508,Medium,,,
EMP0493,Akash Gandhi,41,Male,Customer Support,Supervisor,08/02/21,283334,5,53.6,Promoted,Delhi,,,1971,1,0.454117647,0.635130772,0.763,High,,,
EMP0494,Sangeeta Verma,58,Female,Human Resources,Analyst,06/09/20,173444,2,80.6,Not Promoted,Ahmedabad,,,2126,0.25,0.771764706,0.685179206,0.494,Medium,,,
EMP0495,Ananya Jain,54,Female,Operations,Consultant,03/11/23,226083,3,74.8,Not Promoted,Coimbatore,,,973,0.5,0.703529412,0.312883436,0.524,Medium,,,
EMP0496,Geeta Pillai,24,Female,Customer Support,Engineer,22/11/24,72629,2,94.9,Promoted,Coimbatore,,,588,0.25,0.94,0.188569583,0.445,Low,,,
EMP0497,Meera Krishnan,58,Female,Administration,Manager,23/11/22,162596,3,70.5,Promoted,Pune,,,1318,0.5,0.652941176,0.424281563,0.531,Medium,,,
EMP0498,Komal Iyer,50,Female,Marketing,Consultant,28/01/22,1500000,2,72.8,Not Promoted,Kolkata,,,1617,0.25,0.68,0.520826606,0.433,Low,,,
EMP0499,Hemant Lal,44,Male,Operations,Engineer,30/09/21,174942,1,92.8,Not Promoted,Delhi,,,1737,0,0.915294118,0.559573781,0.387,Low,,,
EMP0500,Priya Pillai,42,Male,Information Technology,Specialist,26/07/22,82520,4,94.2,Not Promoted,Bengaluru,,,1438,0.75,0.931764706,0.463028737,0.747,High,,,
EMP0501,Sunita Das,21,Male,Information Technology,Coordinator,01/10/20,271703,1,82.6,Promoted,Kochi,,,2101,0,0.795294118,0.677106878,0.374,Low,,,
EMP0502,Sangeeta Tiwari,41,Female,Logistics,Team Lead,02/01/19,254832,3,58.1,Not Promoted,Kochi,,,2739,0.5,0.507058824,0.88311269,0.579,Medium,,,
EMP0503,Arun Chauhan,39,Female,Customer Support,Engineer,22/12/21,107198,2,83.1,Not Promoted,Bengaluru,,,1654,0.25,0.801176471,0.532773652,0.472,Medium,,,
EMP0504,Rohit Chopra,57,Male,Operations,Supervisor,01/02/26,75836,5,53.4,Promoted,Kochi,,,152,1,0.451764706,0.047788182,0.645,High,,,
EMP0505,Bhavna Agarwal,21,Female,Research & Development,Engineer,13/06/22,184376,5,67.2,Promoted,Ahmedabad,,,1480,1,0.614117647,0.476590249,0.78,High,,,
EMP0506,Deepak Tiwari,29,Male,Marketing,Executive,17/12/24,31788,3,80.2,Not Promoted,Delhi,,,563,0.5,0.767058824,0.180497255,0.516,Medium,,,
EMP0507,Usha Pandey,39,Male,Operations,Executive,03/05/20,81610,3,59.3,Not Promoted,Bengaluru,,,2252,0.5,0.521176471,0.725863739,0.552,Medium,,,
EMP0508,Vinay Agarwal,37,Unknown,Operations,Associate,30/05/23,271857,3,74.8,Promoted,Ahmedabad,,,1130,0.5,0.703529412,0.363577656,0.534,Medium,,,
EMP0509,Suresh Kulkarni,21,Female,Human Resources,Team Lead,04/11/23,166933,1,77.5,Not Promoted,Bengaluru,,,972,0,0.735294118,0.312560542,0.283,Low,,,
EMP0510,Tanvi Malhotra,57,Male,Marketing,Analyst,17/12/23,89375,4,74.5,Promoted,Coimbatore,,,929,0.75,0.7,0.298676138,0.645,High,,,
EMP0511,Vijay Sinha,52,Male,Information Technology,Team Lead,10/12/23,197886,1,93.6,Not Promoted,Bengaluru,,,936,0,0.924705882,0.30093639,0.338,Low,,,
EMP0512,Arjun Krishnan,49,Male,Operations,Associate,10/09/21,129178,4,88,Promoted,Kolkata,,,1757,0.75,0.858823529,0.566031644,0.746,High,,,
EMP0513,Kavya Mukherjee,60,Female,Logistics,Supervisor,19/07/24,294051,1,65.3,Promoted,Kochi,,,714,0,0.591764706,0.229254117,0.223,Low,,,
EMP0514,Sanjay Shah,56,Male,Finance,Executive,05/05/25,78993,1,53.5,Not Promoted,Chennai,,,424,0,0.452941176,0.135615111,0.163,Low,,,
EMP0515,Meera Reddy,59,Female,Sales,Specialist,05/10/22,73219,5,87.5,Not Promoted,Ahmedabad,,,1367,1,0.852941176,0.440103326,0.844,High,,,
EMP0516,Manish Pandey,48,Male,Customer Support,Team Lead,14/09/19,120031,3,73.3,Not Promoted,Ahmedabad,,,2484,0.5,0.685882353,0.800774943,0.616,Medium,,,
EMP0517,Sangeeta Naik,53,Male,Operations,Analyst,04/09/18,253140,5,56.8,Not Promoted,Pune,,,2859,1,0.491764706,0.921859864,0.832,High,,,
EMP0518,Rohit Das,52,Male,Finance,Specialist,11/07/25,141903,1,74.3,Not Promoted,Coimbatore,,,357,0,0.697647059,0.113981272,0.232,Low,,,
EMP0519,Nisha Malhotra,52,Male,Sales,Engineer,06/03/22,174200,5,87,Not Promoted,Hyderabad,,,1580,1,0.847058824,0.508879561,0.856,High,,,
EMP0520,Ramesh Agarwal,25,Female,Finance,Team Lead,13/06/22,243657,5,81.7,Promoted,Mumbai,,,1480,1,0.784705882,0.476590249,0.831,High,,,
EMP0521,Akash Agarwal,22,Female,Marketing,Analyst,05/08/25,233279,4,90.7,Promoted,Coimbatore,,,332,0.75,0.890588235,0.105908944,0.663,High,,,
EMP0522,Priya Kapoor,21,Male,Research & Development,Coordinator,30/07/18,128673,1,53,Not Promoted,Coimbatore,,,2895,0,0.447058824,0.933484017,0.321,Low,,,
EMP0523,Geeta Banerjee,26,Female,Logistics,Supervisor,28/02/19,192412,4,97.9,Not Promoted,Pune,,,2682,0.75,0.975294118,0.864707782,0.841,High,,,
EMP0524,Pankaj Banerjee,37,Male,Logistics,Associate,14/03/22,113972,4,76.3,Promoted,Kochi,,,1572,0.75,0.721176471,0.506296416,0.693,High,,,
EMP0525,Anjali Menon,51,Female,Logistics,Team Lead,21/03/25,94244,1,81.7,Not Promoted,Kolkata,,,469,0,0.784705882,0.150145302,0.265,Low,,,
EMP0526,Rekha Mehta,27,Female,Customer Support,Manager,15/12/25,148788,1,61,Not Promoted,Mumbai,,,200,0,0.541176471,0.063287052,0.175,Low,,,
EMP0527,Usha Malhotra,21,Female,Information Technology,Coordinator,11/06/21,276776,1,91.8,Not Promoted,Delhi,,,1848,0,0.903529412,0.595414918,0.39,Low,,,
EMP0528,Anjali Pandey,56,Male,Operations,Coordinator,07/11/22,115301,5,59.7,Promoted,Chennai,,,1334,1,0.525882353,0.429447853,0.744,High,,,
EMP0530,Madhuri Malhotra,46,Male,Information Technology,Consultant,31/03/26,229377,4,89.2,Not Promoted,Delhi,,,94,0.75,0.872941176,0.029060381,0.643,Medium,,,
EMP0531,Sachin Bhatt,30,Female,Operations,Supervisor,22/08/22,291733,4,79.8,Not Promoted,Kolkata,,,1411,0.75,0.762352941,0.454310623,0.695,High,,,
EMP0532,Harish Das,51,Female,Human Resources,Coordinator,12/10/22,193280,5,66.5,Not Promoted,Mumbai,,,1360,1,0.605882353,0.437843074,0.769,High,,,
EMP0533,Indira Jain,48,Female,Operations,Executive,24/01/25,72749,4,87,Not Promoted,Pune,,,525,0.75,0.847058824,0.168227317,0.663,High,,,
EMP0534,Gaurav Lal,33,Female,Marketing,Engineer,16/10/18,211725,4,68.2,Not Promoted,Mumbai,,,2817,0.75,0.625882353,0.908298353,0.744,High,,,
EMP0535,Nisha Joshi,44,Male,Finance,Analyst,10/08/23,155285,3,83.4,Promoted,Bengaluru,,,1058,0.5,0.804705882,0.340329351,0.559,Medium,,,
EMP0536,Seema Singh,35,Male,Logistics,Supervisor,14/06/19,185807,5,76.2,Not Promoted,Ahmedabad,,,2576,1,0.72,0.830481111,0.882,High,,,
EMP0537,Ramesh Sinha,49,Male,Administration,Analyst,13/10/22,121284,1,99.4,Promoted,Ahmedabad,,,1359,0,0.992941176,0.437520181,0.385,Low,,,
EMP0538,Pankaj Sinha,34,Male,Finance,Consultant,03/11/23,236347,4,83.5,Not Promoted,Kochi,,,973,0.75,0.805882353,0.312883436,0.679,High,,,
EMP0539,Vinay Gandhi,58,Male,Sales,Engineer,18/04/26,41421,1,56.5,Promoted,Delhi,,,76,0,0.488235294,0.023248305,0.151,Low,,,
EMP0540,Indira Iyer,40,Male,Customer Support,Consultant,19/03/26,199003,2,69,Not Promoted,Ahmedabad,,,106,0.25,0.635294118,0.032935098,0.322,Low,,,
EMP0541,Nisha Rajan,52,Male,Sales,Coordinator,29/09/21,254806,5,63.6,Promoted,Pune,,,1738,1,0.571764706,0.559896674,0.784,High,,,
EMP0542,Swati Lal,41,Male,Marketing,Analyst,22/01/22,218815,3,95.5,Promoted,Ahmedabad,,,1623,0.5,0.947058824,0.522763965,0.639,Medium,,,
EMP0543,Ananya Das,39,Male,Human Resources,Supervisor,26/12/18,242775,1,58.9,Not Promoted,Bengaluru,,,2746,0,0.516470588,0.885372942,0.332,Low,,,
EMP0544,Gitanjali Shah,40,Male,Research & Development,Engineer,18/04/20,244752,2,97.1,Promoted,Bengaluru,,,2267,0.25,0.965882353,0.730707136,0.561,Medium,,,
EMP0545,Geeta Kumar,50,Female,Sales,Team Lead,05/01/26,45495,1,67.7,Promoted,Bengaluru,,,179,0,0.62,0.056506296,0.197,Low,,,
EMP0546,Esha Bose,29,Male,Information Technology,Supervisor,01/08/19,48703,5,86.8,Not Promoted,Coimbatore,,,2528,1,0.844705882,0.814982241,0.916,High,,,
EMP0547,Mohan Chauhan,59,Male,Sales,Team Lead,04/05/20,288626,2,80.2,Promoted,Coimbatore,,,2251,0.25,0.767058824,0.725540846,0.5,Medium,,,
EMP0548,Meera Naik,58,Male,Information Technology,Executive,07/01/18,82039,5,93.5,Promoted,Delhi,,,3099,1,0.923529412,0.999354214,0.977,High,,,
EMP0549,Sangeeta Sharma,25,Male,Sales,Associate,02/08/25,286326,3,69.5,Promoted,Hyderabad,,,335,0.5,0.641176471,0.106877624,0.464,Medium,,,
EMP0550,Kiran Kapoor,46,Male,Logistics,Engineer,03/12/25,134761,2,95,Not Promoted,Hyderabad,,,212,0.25,0.941176471,0.067161769,0.421,Low,,,
EMP0551,Pankaj Tiwari,28,Female,Information Technology,Executive,05/07/18,131341,3,74.3,Promoted,Delhi,,,2920,0.5,0.697647059,0.941556345,0.648,High,,,
EMP0552,Sangeeta Verma,49,Female,Marketing,Coordinator,17/08/20,281753,5,65.9,Not Promoted,Bengaluru,,,2146,1,0.598823529,0.691637068,0.818,High,,,
EMP0553,Vinay Chauhan,26,Male,Logistics,Specialist,11/03/19,122762,1,71,Promoted,Kolkata,,,2671,0,0.658823529,0.861155957,0.37,Low,,,
EMP0554,Geeta Kulkarni,59,Female,Finance,Executive,26/05/21,116736,2,74.8,Not Promoted,Ahmedabad,,,1864,0.25,0.703529412,0.600581208,0.456,Medium,,,
EMP0555,Harish Pandey,35,Female,Finance,Executive,05/01/21,32019,1,55.8,Not Promoted,Kochi,,,2005,0,0.48,0.646109138,0.273,Low,,,
EMP0962,Pooja Patel,57,Female,Customer Support,Manager,02/01/21,208932,3,50.4,Promoted,Coimbatore,,,2008,0.5,0.416470588,0.647077817,0.504,Medium,,,
EMP0557,Radha Bhatt,23,Male,Customer Support,Supervisor,10/06/18,113599,5,73.2,Not Promoted,Delhi,,,2945,1,0.684705882,0.949628673,0.895,High,,,
EMP0558,Sachin Bose,23,Male,Logistics,Analyst,27/05/18,158013,2,84,Not Promoted,Coimbatore,,,2959,0.25,0.811764706,0.954149177,0.559,Medium,,,
EMP0559,Lakshmi Pillai,33,Female,Marketing,Analyst,22/06/23,216197,2,60.5,Not Promoted,Ahmedabad,,,1107,0.25,0.535294118,0.356151114,0.357,Low,,,
EMP0560,Nisha Rao,41,Female,Marketing,Coordinator,07/04/19,269273,5,98.5,Not Promoted,Kolkata,,,2644,1,0.982352941,0.852437843,0.965,High,,,
EMP1022,Sanjay Mehta,22,Male,Human Resources,Team Lead,27/02/22,160866,5,98.9,Not Promoted,Bengaluru,,,1587,1,0.987058824,0.511139813,0.898,High,,,
EMP0562,Geeta Pandey,42,Male,Finance,Consultant,06/07/18,174443,3,62.3,Promoted,Pune,,,2919,0.5,0.556470588,0.941233452,0.605,Medium,,,
EMP0563,Aditya Reddy,48,Female,Information Technology,Executive,15/08/23,57705,4,53,Not Promoted,Kochi,,,1053,0.75,0.447058824,0.338714885,0.577,Medium,,,
EMP0564,Ramesh Verma,47,Female,Finance,Manager,24/04/26,280443,4,78,Not Promoted,Mumbai,,,70,0.75,0.741176471,0.021310946,0.602,Medium,,,
EMP0565,Divya Iyer,51,Male,Customer Support,Supervisor,25/09/24,65332,1,68.4,Not Promoted,Bengaluru,,,646,0,0.628235294,0.207297385,0.23,Low,,,
EMP0566,Lakshmi Rao,48,Female,Administration,Manager,30/11/19,165414,3,79.4,Not Promoted,Bengaluru,,,2407,0.5,0.757647059,0.775912173,0.632,Medium,,,
EMP0567,Aarav Verma,57,Male,Human Resources,Supervisor,02/09/18,75806,1,92.4,Promoted,Delhi,,,2861,0,0.910588235,0.922505651,0.458,Medium,,,
EMP0568,Nisha Joshi,46,Male,Sales,Associate,27/06/21,70905,3,84,Not Promoted,Bengaluru,,,1832,0.5,0.811764706,0.590248628,0.612,Medium,,,
EMP0569,Rahul Banerjee,29,Male,Research & Development,Engineer,06/03/22,258402,4,57.4,Promoted,Chennai,,,1580,0.75,0.498823529,0.508879561,0.626,Medium,,,
EMP0570,Meera Kumar,54,Male,Customer Support,Executive,01/09/22,294452,1,69,Promoted,Kochi,,,1401,0,0.635294118,0.451081692,0.281,Low,,,
EMP0571,Arjun Reddy,41,Male,Human Resources,Supervisor,19/01/22,230815,2,60.4,Promoted,Bengaluru,,,1626,0.25,0.534117647,0.523732644,0.39,Low,,,
EMP0572,Rahul Sharma,58,Female,Information Technology,Supervisor,05/10/20,145787,5,74.5,Promoted,Mumbai,,,2097,1,0.7,0.675815305,0.845,High,,,
EMP0573,Mohan Gupta,55,Male,Human Resources,Coordinator,24/06/23,153020,5,72.8,Promoted,Hyderabad,,,1105,1,0.68,0.355505328,0.775,High,,,
EMP0574,Arjun Rao,28,Female,Logistics,Executive,28/02/24,150949,3,85,Promoted,Bengaluru,,,856,0.5,0.823529412,0.27510494,0.552,Medium,,,
EMP0575,Farhan Kumar,24,Female,Human Resources,Analyst,31/01/25,174781,5,50.1,Promoted,Pune,,,518,1,0.412941176,0.165967065,0.657,High,,,
EMP0576,Meera Krishnan,22,Male,Sales,Coordinator,05/11/23,245337,4,72.4,Promoted,Pune,,,971,0.75,0.675294118,0.312237649,0.64,Medium,,,
EMP0577,Hemant Agarwal,37,Male,Operations,Supervisor,01/02/23,138048,5,68.7,Not Promoted,Bengaluru,,,1248,1,0.631764706,0.401679044,0.77,High,,,
EMP0578,Vikram Desai,54,Female,Logistics,Specialist,24/10/22,202928,3,67.7,Not Promoted,Hyderabad,,,1348,0.5,0.62,0.433968356,0.523,Medium,,,
EMP0579,Harish Gandhi,29,Female,Operations,Analyst,29/06/26,68739,2,58.2,Not Promoted,Kochi,,,4,0.25,0.508235294,0,0.277,Low,,,
EMP0981,Priya Mishra,36,Female,Logistics,Team Lead,18/01/20,162596,3,54.9,Not Promoted,Mumbai,,,2358,0.5,0.469411765,0.76009041,0.543,Medium,,,
EMP0581,Swati Pillai,41,Male,Human Resources,Specialist,02/11/20,66611,1,88.7,Promoted,Mumbai,,,2069,0,0.867058824,0.666774298,0.393,Low,,,
EMP0582,Komal Sharma,36,Female,Logistics,Executive,21/05/24,203761,1,55,Promoted,Coimbatore,,,773,0,0.470588235,0.248304811,0.191,Low,,,
EMP0583,Deepak Krishnan,36,Male,Human Resources,Specialist,13/03/24,221555,2,76.5,Not Promoted,Coimbatore,,,842,0.25,0.723529412,0.270584437,0.396,Low,,,
EMP0584,Mohan Yadav,35,Female,Sales,Supervisor,02/07/25,73375,1,96,Not Promoted,Delhi,,,366,0,0.952941176,0.11688731,0.309,Low,,,
EMP0585,Vijay Kapoor,36,Male,Finance,Manager,13/06/22,258818,1,85.3,Not Promoted,Coimbatore,,,1480,0,0.827058824,0.476590249,0.343,Low,,,
EMP0586,Bhavna Iyer,54,Male,Human Resources,Manager,06/05/22,250671,2,68.6,Not Promoted,Delhi,,,1519,0.25,0.630588235,0.48918308,0.412,Low,,,
EMP0587,Kavya Kulkarni,56,Female,Information Technology,Consultant,05/04/24,198499,3,56.6,Promoted,Mumbai,,,819,0.5,0.489411765,0.263157895,0.449,Low,,,
EMP1514,Ramesh Mehta,59,Female,Administration,Consultant,16/02/18,176643,1,56.5,Promoted,Chennai,,,3059,0,0.488235294,0.986438489,0.344,Low,,,
EMP1510,Lokesh Chauhan,38,Female,Logistics,Executive,15/01/21,289759,4,77.9,Not Promoted,Hyderabad,,,1995,0.75,0.74,0.642880207,0.726,High,,,
EMP0590,Divya Joshi,41,Female,Customer Support,Associate,20/06/19,92486,2,68.5,Not Promoted,Chennai,,,2570,0.25,0.629411765,0.828543752,0.48,Medium,,,
EMP0591,Esha Kumar,60,Female,Information Technology,Manager,19/12/22,241801,1,50.3,Not Promoted,Delhi,,,1292,0,0.415294118,0.415886342,0.208,Low,,,
EMP0592,Zara Tiwari,25,Male,Human Resources,Supervisor,16/11/21,196415,5,85.1,Promoted,Kolkata,,,1690,1,0.824705882,0.544397804,0.856,High,,,
EMP0593,Harish Shah,51,Female,Research & Development,Manager,04/01/21,95206,2,91.6,Not Promoted,Kolkata,,,2006,0.25,0.901176471,0.646432031,0.525,Medium,,,
EMP0594,Amit Shah,50,Male,Operations,Engineer,09/02/25,52187,5,94.4,Not Promoted,Delhi,,,509,1,0.934117647,0.163061027,0.813,High,,,
EMP0595,Sangeeta Reddy,31,Female,Information Technology,Analyst,23/09/21,219785,5,70.2,Not Promoted,Mumbai,,,1744,1,0.649411765,0.561834033,0.807,High,,,
EMP0596,Deepa Rajan,56,Male,Finance,Engineer,11/10/25,176146,3,90,Promoted,Pune,,,265,0.5,0.882352941,0.084275105,0.532,Medium,,,
EMP0597,Esha Chopra,55,Female,Sales,Engineer,16/04/25,184076,5,96.3,Not Promoted,Kolkata,,,443,1,0.956470588,0.141750081,0.815,High,,,
EMP0598,Zara Bose,48,Male,Marketing,Manager,30/04/22,105290,3,97.6,Not Promoted,Hyderabad,,,1525,0.5,0.971764706,0.491120439,0.64,Medium,,,
EMP0599,Rajan Bhatt,24,Female,Administration,Coordinator,15/05/21,290360,2,68.7,Promoted,Delhi,,,1875,0.25,0.631764706,0.604133032,0.435,Low,,,
EMP0600,Seema Gupta,36,Female,Sales,Coordinator,28/06/19,193917,3,69.1,Not Promoted,Chennai,,,2562,0.5,0.636470588,0.825960607,0.606,Medium,,,
EMP0601,Akash Gandhi,55,Male,Operations,Associate,08/02/21,161841,2,78.8,Promoted,Bengaluru,,,1971,0.25,0.750588235,0.635130772,0.477,Medium,,,
EMP0602,Gaurav Mukherjee,25,Female,Finance,Coordinator,28/12/24,114988,1,73.1,Not Promoted,Delhi,,,552,0,0.683529412,0.176945431,0.24,Low,,,
EMP0603,Geeta Kapoor,49,Male,Logistics,Associate,24/11/22,286679,5,84.1,Promoted,Chennai,,,1317,1,0.812941176,0.42395867,0.829,High,,,
EMP0604,Tanvi Bose,45,Male,Logistics,Supervisor,06/04/24,215907,3,75.8,Not Promoted,Ahmedabad,,,818,0.5,0.715294118,0.262835002,0.517,Medium,,,
EMP0605,Amit Shah,21,Female,Logistics,Consultant,24/12/25,264880,2,81.4,Not Promoted,Pune,,,191,0.25,0.781176471,0.060381014,0.371,Low,,,
EMP0606,Priya Kumar,25,Female,Information Technology,Associate,20/06/21,287867,3,98.1,Not Promoted,Pune,,,1839,0.5,0.977647059,0.59250888,0.662,High,,,
EMP0607,Jai Gandhi,49,Female,Administration,Associate,08/01/20,171766,3,57.9,Not Promoted,Kochi,,,2368,0.5,0.504705882,0.763319341,0.554,Medium,,,
EMP0608,Chirag Rao,27,Male,Customer Support,Associate,25/08/21,96235,2,72.4,Promoted,Bengaluru,,,1773,0.25,0.675294118,0.571197933,0.442,Low,,,
EMP0609,Tanvi Malhotra,57,Female,Research & Development,Specialist,09/10/22,146724,2,91.2,Promoted,Coimbatore,,,1363,0.25,0.896470588,0.438811753,0.482,Medium,,,
EMP0610,Esha Chopra,29,Male,Sales,Manager,01/04/25,286250,2,53.6,Not Promoted,Pune,,,458,0.25,0.454117647,0.146593478,0.291,Low,,,
EMP0611,Deepak Rajan,50,Male,Administration,Manager,03/08/23,179002,3,74.6,Not Promoted,Pune,,,1065,0.5,0.701176471,0.342589603,0.529,Medium,,,
EMP0612,Vishal Gupta,49,Male,Logistics,Engineer,24/03/22,224531,3,94.7,Not Promoted,Delhi,,,1562,0.5,0.937647059,0.503067485,0.632,Medium,,,
EMP0613,Esha Krishnan,34,Female,Administration,Consultant,13/02/18,213315,2,77.1,Not Promoted,Kolkata,,,3062,0.25,0.730588235,0.987407168,0.542,Medium,,,
EMP0614,Sachin Pandey,27,Male,Logistics,Analyst,13/08/22,178408,2,85.9,Not Promoted,Kochi,,,1420,0.25,0.834117647,0.457216661,0.467,Medium,,,
EMP0615,Komal Patel,28,Female,Sales,Specialist,21/02/24,182094,2,73.4,Not Promoted,Kochi,,,863,0.25,0.687058824,0.277365192,0.387,Low,,,
EMP0616,Seema Iyer,57,Male,Research & Development,Coordinator,14/01/18,83792,4,75.6,Promoted,Chennai,,,3092,0.75,0.712941176,0.997093962,0.788,High,,,
EMP0617,Priya Gupta,22,Female,Logistics,Coordinator,30/06/20,105987,1,79.6,Not Promoted,Ahmedabad,,,2194,0,0.76,0.707135938,0.369,Low,,,
EMP0618,Gitanjali Agarwal,36,Male,Administration,Manager,10/08/24,74617,1,74.8,Not Promoted,Coimbatore,,,692,0,0.703529412,0.222150468,0.255,Low,,,
EMP0619,Vijay Chopra,45,Male,Marketing,Associate,15/07/24,109757,2,55,Not Promoted,Mumbai,,,718,0.25,0.470588235,0.230545689,0.312,Low,,,
EMP1159,Vikram Pillai,26,Male,Sales,Analyst,14/08/24,33938,4,73.8,Unknown,Coimbatore,,,688,0.75,0.691764706,0.220858896,0.627,Medium,,,
EMP0621,Rekha Sharma,50,Male,Information Technology,Team Lead,08/05/26,263116,3,68,Not Promoted,Ahmedabad,,,56,0.5,0.623529412,0.016790442,0.44,Low,,,
EMP0622,Lakshmi Hegde,38,Female,Information Technology,Analyst,26/07/24,127294,5,52.9,Promoted,Kochi,,,707,1,0.445882353,0.226993865,0.679,High,,,
EMP0623,Priya Jain,58,Female,Research & Development,Supervisor,15/09/20,59660,2,72.9,Promoted,Kolkata,,,2117,0.25,0.681176471,0.682273168,0.466,Medium,,,
EMP0624,Ramesh Desai,23,Male,Information Technology,Specialist,01/08/23,219794,3,83.7,Promoted,Mumbai,,,1067,0.5,0.808235294,0.343235389,0.561,Medium,,,
EMP0625,Gaurav Chatterjee,55,Female,Sales,Manager,24/03/20,34882,3,91.6,Promoted,Bengaluru,,,2292,0.5,0.901176471,0.738779464,0.668,High,,,
EMP0626,Swati Joshi,46,Female,Operations,Executive,17/03/24,240305,5,75.3,Not Promoted,Pune,,,838,1,0.709411765,0.269292864,0.767,High,,,
EMP0627,Kiran Desai,41,Male,Information Technology,Supervisor,03/06/25,279724,4,80,Not Promoted,Hyderabad,,,395,0.75,0.764705882,0.126251211,0.63,Medium,,,
EMP0628,Indira Reddy,33,Male,Logistics,Associate,11/05/21,236765,3,51.7,Promoted,Coimbatore,,,1879,0.5,0.431764706,0.605424604,0.501,Medium,,,
EMP0629,Komal Hegde,27,Male,Human Resources,Engineer,14/11/22,226896,4,54,Not Promoted,Pune,,,1327,0.75,0.458823529,0.427187601,0.598,Medium,,,
EMP0630,Rahul Lal,24,Male,Sales,Analyst,12/04/21,249990,2,80.8,Not Promoted,Chennai,,,1908,0.25,0.774117647,0.614788505,0.48,Medium,,,
EMP0631,Neha Yadav,42,Male,Sales,Team Lead,13/06/22,266317,1,65,Not Promoted,Mumbai,,,1480,0,0.588235294,0.476590249,0.272,Low,,,
EMP0632,Lakshmi Hegde,30,Male,Logistics,Engineer,19/09/23,292999,1,96.5,Not Promoted,Mumbai,,,1018,0,0.958823529,0.327413626,0.353,Low,,,
EMP0633,Aarav Lal,36,Female,Administration,Manager,06/02/20,137465,3,91.1,Not Promoted,Delhi,,,2339,0.5,0.895294118,0.753955441,0.669,High,,,
EMP0634,Rahul Lal,50,Female,Administration,Supervisor,21/04/26,220445,1,71.1,Not Promoted,Kochi,,,73,0,0.66,0.022279625,0.202,Low,,,
EMP0635,Pooja Kulkarni,37,Female,Sales,Specialist,24/06/20,135515,5,55.8,Promoted,Hyderabad,,,2200,1,0.48,0.709073297,0.786,High,,,
EMP0636,Zara Nair,27,Male,Operations,Executive,26/04/24,162853,4,67.7,Not Promoted,Coimbatore,,,798,0.75,0.62,0.256377139,0.612,Medium,,,
EMP0637,Deepak Verma,35,Female,Information Technology,Consultant,16/01/19,97616,3,97.9,Promoted,Kolkata,,,2725,0.5,0.975294118,0.878592186,0.718,High,,,
EMP0638,Gaurav Mishra,46,Female,Research & Development,Coordinator,12/05/25,35649,4,97.9,Not Promoted,Hyderabad,,,417,0.75,0.975294118,0.13335486,0.694,High,,,
EMP0639,Zara Menon,36,Female,Finance,Consultant,17/03/24,186314,3,58.1,Not Promoted,Pune,,,838,0.5,0.507058824,0.269292864,0.456,Medium,,,
EMP0640,Priya Chatterjee,55,Male,Human Resources,Analyst,12/11/19,162596,1,99.6,Not Promoted,Hyderabad,,,2425,0,0.995294118,0.781724249,0.455,Medium,,,
EMP0641,Pankaj Reddy,58,Female,Marketing,Associate,14/05/18,240017,2,66.1,Promoted,Kochi,,,2972,0.25,0.601176471,0.958346787,0.497,Medium,,,
EMP0642,Deepa Kumar,58,Female,Customer Support,Engineer,13/07/20,70126,1,67.4,Not Promoted,Kochi,,,2181,0,0.616470588,0.702938327,0.326,Low,,,
EMP1501,Vishal Chopra,27,Male,Administration,Supervisor,16/05/26,76042,5,82.3,Not Promoted,Coimbatore,,,48,1,0.791764706,0.014207297,0.74,High,,,
EMP0644,Farhan Chatterjee,54,Male,Finance,Manager,21/08/25,270881,5,64.5,Not Promoted,Delhi,,,316,1,0.582352941,0.100742654,0.695,High,,,
